"month","day","year","36015020"
"01","07","2006",403.062200956938
"01","08","2006",487.119617224881
"01","09","2006",502.019138755981
"01","10","2006",477.818181818183
"01","11","2006",NA
"01","12","2006",522.086124401913
"01","13","2006",514.507177033494
"01","14","2006",488.583732057416
"01","15","2006",495.645933014355
"01","16","2006",468.861244019138
"01","17","2006",NA
"01","18","2006",NA
"01","19","2006",NA
"01","20","2006",507.617224880382
"01","21","2006",479.110047846891
"01","22","2006",450.086124401914
"01","23","2006",462.401913875597
"01","24","2006",471.358851674642
"01","25","2006",397.894736842105
"01","26","2006",406.248803827752
"01","27","2006",277.492822966507
"01","28","2006",301.607655502393
"01","29","2006",253.808612440192
"01","30","2006",NA
"01","31","2006",501.502392344498
"02","01","2006",467.138755980861
"02","02","2006",NA
"02","03","2006",441.55980861244
"02","04","2006",NA
"02","05","2006",453.617224880382
"02","06","2006",NA
"02","07","2006",NA
"02","08","2006",NA
"02","09","2006",NA
"02","10","2006",NA
"02","11","2006",502.535885167464
"02","12","2006",450.775119617224
"02","13","2006",530.181818181818
"02","14","2006",569.110047846889
"02","15","2006",527.598086124402
"02","16","2006",559.377990430622
"02","17","2006",575.052631578947
"02","18","2006",349.148325358852
"02","19","2006",411.33014354067
"02","20","2006",515.712918660287
"02","21","2006",NA
"02","22","2006",458.095693779904
"02","23","2006",505.205741626795
"02","24","2006",541.291866028708
"02","25","2006",548.267942583732
"02","26","2006",518.985645933014
"02","27","2006",NA
"02","28","2006",561.186602870813
"03","01","2006",543.186602870814
"03","02","2006",NA
"03","03","2006",529.837320574162
"03","04","2006",507.875598086124
"03","05","2006",409.77990430622
"03","06","2006",299.110047846889
"03","07","2006",288.947368421053
"03","08","2006",NA
"03","09","2006",216.086124401915
"03","10","2006",NA
"03","11","2006",483.846889952152
"03","12","2006",555.846889952154
"03","13","2006",598.995215311005
"03","14","2006",503.311004784689
"03","15","2006",562.564593301436
"03","16","2006",491.942583732057
"03","17","2006",397.808612440191
"03","18","2006",508.90909090909
"03","19","2006",526.306220095694
"03","20","2006",261.732057416268
"03","21","2006",NA
"03","22","2006",NA
"03","23","2006",361.464114832536
"03","24","2006",472.047846889952
"03","25","2006",353.110047846889
"03","26","2006",207.043062200958
"03","27","2006",246.746411483254
"03","28","2006",NA
"03","29","2006",552.315789473684
"03","30","2006",589.090909090909
"03","31","2006",536.727272727274
"04","01","2006",NA
"04","02","2006",NA
"04","03","2006",NA
"04","04","2006",NA
"04","05","2006",NA
"04","06","2006",NA
"04","07","2006",NA
"04","08","2006",NA
"04","09","2006",NA
"04","10","2006",545.684210526316
"04","11","2006",NA
"04","12","2006",473.598086124402
"04","13","2006",164.497607655502
"04","14","2006",281.11004784689
"04","15","2006",325.894736842106
"04","16","2006",NA
"04","17","2006",246.143540669856
"04","18","2006",608.210526315789
"04","19","2006",NA
"04","20","2006",NA
"04","21","2006",464.296650717703
"04","22","2006",513.99043062201
"04","23","2006",252.000000000001
"04","24","2006",407.196172248804
"04","25","2006",497.540669856459
"04","26","2006",229.177033492823
"04","27","2006",NA
"04","28","2006",437.598086124401
"04","29","2006",320.985645933015
"04","30","2006",426.488038277511
"05","01","2006",535.607655502392
"05","02","2006",522.947368421053
"05","03","2006",250.277511961722
"05","04","2006",472.909090909092
"05","05","2006",270
"05","06","2006",223.837320574163
"05","07","2006",423.301435406699
"05","08","2006",454.650717703349
"05","09","2006",474.976076555025
"05","10","2006",516.488038277512
"05","11","2006",464.64114832536
"05","12","2006",548.00956937799
"05","13","2006",551.971291866029
"05","14","2006",458.612440191388
"05","15","2006",424.851674641149
"05","16","2006",NA
"05","17","2006",NA
"05","18","2006",NA
"05","19","2006",221.598086124401
"05","20","2006",NA
"05","21","2006",NA
"05","22","2006",NA
"05","23","2006",NA
"05","24","2006",NA
"05","25","2006",529.148325358852
"05","26","2006",348.287081339713
"05","27","2006",375.330143540669
"05","28","2006",441.818181818182
"05","29","2006",236.325358851674
"05","30","2006",597.531100478468
"05","31","2006",403.665071770336
"06","01","2006",295.062200956938
"06","02","2006",474.287081339712
"06","03","2006",NA
"06","04","2006",512.784688995215
"06","05","2006",379.205741626794
"06","06","2006",473.167464114833
"06","07","2006",312.114832535885
"06","08","2006",146.325358851675
"06","09","2006",333.904306220096
"06","10","2006",483.416267942584
"06","11","2006",358.535885167463
"06","12","2006",NA
"06","13","2006",NA
"06","14","2006",216.086124401915
"06","15","2006",NA
"06","16","2006",566.095693779904
"06","17","2006",535.693779904307
"06","18","2006",445.866028708133
"06","19","2006",444.918660287081
"06","20","2006",516.057416267943
"06","21","2006",350.440191387561
"06","22","2006",348.028708133971
"06","23","2006",580.392344497608
"06","24","2006",475.320574162679
"06","25","2006",313.665071770335
"06","26","2006",335.11004784689
"06","27","2006",431.052631578948
"06","28","2006",363.789473684211
"06","29","2006",509.77033492823
"06","30","2006",544.995215311005
"07","01","2006",515.885167464114
"07","02","2006",513.559808612439
"07","03","2006",287.913875598087
"07","04","2006",311.684210526317
"07","05","2006",NA
"07","06","2006",274.392344497608
"07","07","2006",343.894736842105
"07","08","2006",NA
"07","09","2006",460.851674641148
"07","10","2006",219.875598086124
"07","11","2006",523.894736842105
"07","12","2006",NA
"07","13","2006",NA
"07","14","2006",NA
"07","15","2006",NA
"07","16","2006",NA
"07","17","2006",NA
"07","18","2006",408.315789473685
"07","19","2006",NA
"07","20","2006",NA
"07","21","2006",NA
"07","22","2006",342.516746411483
"07","23","2006",487.894736842106
"07","24","2006",286.708133971291
"07","25","2006",342.947368421053
"07","26","2006",532.593301435407
"07","27","2006",NA
"07","28","2006",150.200956937799
"07","29","2006",380.755980861243
"07","30","2006",NA
"07","31","2006",439.751196172249
"08","01","2006",358.535885167463
"08","02","2006",602.612440191388
"08","03","2006",NA
"08","04","2006",NA
"08","05","2006",583.57894736842
"08","06","2006",NA
"08","07","2006",NA
"08","08","2006",NA
"08","09","2006",445.952153110048
"08","10","2006",406.765550239235
"08","11","2006",NA
"08","12","2006",292.564593301436
"08","13","2006",617.339712918661
"08","14","2006",517.004784688995
"08","15","2006",545.167464114833
"08","16","2006",286.277511961722
"08","17","2006",NA
"08","18","2006",468.086124401913
"08","19","2006",373.263157894736
"08","20","2006",NA
"08","21","2006",486.68899521531
"08","22","2006",431.138755980861
"08","23","2006",526.995215311004
"08","24","2006",335.626794258373
"08","25","2006",500.985645933014
"08","26","2006",488.325358851675
"08","27","2006",523.377990430621
"08","28","2006",412.105263157895
"08","29","2006",373.866028708134
"08","30","2006",359.655502392344
"08","31","2006",495.904306220096
"09","01","2006",NA
"09","02","2006",588.057416267943
"09","03","2006",584.956937799043
"09","04","2006",428.813397129186
"09","05","2006",561.789473684211
"09","06","2006",541.980861244018
"09","07","2006",532.937799043062
"09","08","2006",409.77990430622
"09","09","2006",546.114832535884
"09","10","2006",NA
"09","11","2006",296.440191387561
"09","12","2006",432.947368421052
"09","13","2006",539.397129186602
"09","14","2006",NA
"09","15","2006",604.765550239234
"09","16","2006",NA
"09","17","2006",NA
"09","18","2006",284.8995215311
"09","19","2006",NA
"09","20","2006",587.799043062201
"09","21","2006",616.306220095695
"09","22","2006",NA
"09","23","2006",NA
"09","24","2006",431.913875598085
"09","25","2006",503.224880382774
"09","26","2006",NA
"09","27","2006",NA
"09","28","2006",588.832535885168
"09","29","2006",NA
"09","30","2006",NA
"10","01","2006",NA
"10","02","2006",NA
"10","03","2006",497.971291866029
"10","04","2006",541.119617224881
"10","05","2006",NA
"10","06","2006",480.746411483253
"10","07","2006",NA
"10","08","2006",469.980861244019
"10","09","2006",277.492822966507
"10","10","2006",NA
"10","11","2006",NA
"10","12","2006",NA
"10","13","2006",NA
"10","14","2006",NA
"10","15","2006",453.617224880382
"10","16","2006",NA
"10","17","2006",NA
"10","18","2006",510.545454545455
"10","19","2006",400.822966507178
"10","20","2006",381.617224880383
"10","21","2006",NA
"10","22","2006",531.99043062201
"10","23","2006",NA
"10","24","2006",NA
"10","25","2006",NA
"10","26","2006",364.220095693779
"10","27","2006",NA
"10","28","2006",521.913875598086
"10","29","2006",494.095693779905
"10","30","2006",NA
"10","31","2006",555.760765550239
"11","01","2006",548.612440191388
"11","02","2006",NA
"11","03","2006",571.607655502393
"11","04","2006",NA
"11","05","2006",NA
"11","06","2006",NA
"11","07","2006",497.11004784689
"11","08","2006",408.574162679427
"11","09","2006",NA
"11","10","2006",NA
"11","11","2006",NA
"11","12","2006",NA
"11","13","2006",NA
"11","14","2006",433.636363636364
"11","15","2006",NA
"11","16","2006",507.272727272728
"11","17","2006",223.923444976076
"11","18","2006",NA
"11","19","2006",NA
"11","20","2006",NA
"11","21","2006",NA
"11","22","2006",NA
"11","23","2006",512.870813397129
"11","24","2006",510.287081339713
"11","25","2006",NA
"11","26","2006",NA
"11","27","2006",NA
"11","28","2006",NA
"11","29","2006",NA
"11","30","2006",NA
"12","01","2006",524.583732057417
"12","02","2006",NA
"12","03","2006",525.961722488038
"12","04","2006",435.961722488039
"12","05","2006",508.650717703349
"12","06","2006",NA
"12","07","2006",NA
"12","08","2006",NA
"12","09","2006",NA
"12","10","2006",471.789473684211
"12","11","2006",425.454545454545
"12","12","2006",339.760765550239
"12","13","2006",NA
"12","14","2006",NA
"12","15","2006",NA
"12","16","2006",NA
"12","17","2006",NA
"12","18","2006",475.062200956937
"12","19","2006",NA
"12","20","2006",NA
"12","21","2006",NA
"12","22","2006",352.162679425837
"12","23","2006",339.760765550239
"12","24","2006",429.502392344498
"12","25","2006",453.789473684211
"12","26","2006",380.066985645933
"12","27","2006",466.449760765551
"12","28","2006",478.507177033493
"12","29","2006",449.655502392345
"12","30","2006",508.047846889953
"12","31","2006",465.416267942585
"01","01","2007",472.822966507177
"01","02","2007",513.473684210527
"01","03","2007",NA
"01","04","2007",498.574162679425
"01","05","2007",NA
"01","06","2007",NA
"01","07","2007",519.674641148326
"01","08","2007",NA
"01","09","2007",NA
"01","10","2007",423.215311004785
"01","11","2007",456.545454545455
"01","12","2007",464.64114832536
"01","13","2007",414.688995215311
"01","14","2007",501.416267942583
"01","15","2007",448.105263157895
"01","16","2007",NA
"01","17","2007",456.545454545455
"01","18","2007",454.650717703349
"01","19","2007",446.8995215311
"01","20","2007",NA
"01","21","2007",NA
"01","22","2007",398.66985645933
"01","23","2007",517.693779904306
"01","24","2007",501.330143540671
"01","25","2007",470.755980861244
"01","26","2007",478.937799043061
"01","27","2007",470.411483253588
"01","28","2007",510.889952153111
"01","29","2007",535.263157894736
"01","30","2007",526.564593301435
"01","31","2007",543.531100478468
"02","01","2007",558.775119617224
"02","02","2007",565.923444976077
"02","03","2007",548.698564593301
"02","04","2007",535.004784688995
"02","05","2007",550.507177033492
"02","06","2007",NA
"02","07","2007",570.401913875597
"02","08","2007",NA
"02","09","2007",547.32057416268
"02","10","2007",539.31100478469
"02","11","2007",541.55023923445
"02","12","2007",536.899521531101
"02","13","2007",505.894736842105
"02","14","2007",522.086124401913
"02","15","2007",554.8995215311
"02","16","2007",566.440191387561
"02","17","2007",556.105263157895
"02","18","2007",548.612440191388
"02","19","2007",573.416267942584
"02","20","2007",NA
"02","21","2007",572.985645933014
"02","22","2007",572.038277511962
"02","23","2007",NA
"02","24","2007",478.421052631578
"02","25","2007",251.827751196172
"02","26","2007",500.296650717704
"02","27","2007",550.507177033492
"02","28","2007",569.885167464114
"03","01","2007",564.028708133971
"03","02","2007",NA
"03","03","2007",505.722488038278
"03","04","2007",422.698564593301
"03","05","2007",525.961722488038
"03","06","2007",453.875598086124
"03","07","2007",470.325358851675
"03","08","2007",428.21052631579
"03","09","2007",NA
"03","10","2007",NA
"03","11","2007",561.875598086124
"03","12","2007",551.885167464115
"03","13","2007",NA
"03","14","2007",NA
"03","15","2007",NA
"03","16","2007",515.023923444977
"03","17","2007",NA
"03","18","2007",NA
"03","19","2007",NA
"03","20","2007",NA
"03","21","2007",508.822966507178
"03","22","2007",NA
"03","23","2007",NA
"03","24","2007",405.387559808612
"03","25","2007",195.588516746411
"03","26","2007",NA
"03","27","2007",476.44019138756
"03","28","2007",446.8995215311
"03","29","2007",NA
"03","30","2007",NA
"03","31","2007",401.081339712919
"04","01","2007",522.516746411484
"04","02","2007",265.004784688995
"04","03","2007",312.88995215311
"04","04","2007",NA
"04","05","2007",NA
"04","06","2007",NA
"04","07","2007",NA
"04","08","2007",NA
"04","09","2007",NA
"04","10","2007",NA
"04","11","2007",NA
"04","12","2007",NA
"04","13","2007",NA
"04","14","2007",NA
"04","15","2007",NA
"04","16","2007",NA
"04","17","2007",NA
"04","18","2007",NA
"04","19","2007",NA
"04","20","2007",NA
"04","21","2007",NA
"04","22","2007",NA
"04","23","2007",NA
"04","24","2007",NA
"04","25","2007",NA
"04","26","2007",NA
"04","27","2007",NA
"04","28","2007",NA
"04","29","2007",NA
"04","30","2007",NA
"05","01","2007",NA
"05","02","2007",NA
"05","03","2007",NA
"05","04","2007",NA
"05","05","2007",NA
"05","06","2007",NA
"05","07","2007",NA
"05","08","2007",NA
"05","09","2007",NA
"05","10","2007",NA
"05","11","2007",NA
"05","12","2007",NA
"05","13","2007",NA
"05","14","2007",NA
"05","15","2007",NA
"05","16","2007",NA
"05","17","2007",NA
"05","18","2007",NA
"05","19","2007",NA
"05","20","2007",NA
"05","21","2007",NA
"05","22","2007",NA
"05","23","2007",NA
"05","24","2007",NA
"05","25","2007",NA
"05","26","2007",NA
"05","27","2007",NA
"05","28","2007",NA
"05","29","2007",NA
"05","30","2007",NA
"05","31","2007",NA
"06","01","2007",NA
"06","02","2007",NA
"06","03","2007",NA
"06","04","2007",NA
"06","05","2007",NA
"06","06","2007",NA
"06","07","2007",NA
"06","08","2007",NA
"06","09","2007",NA
"06","10","2007",NA
"06","11","2007",NA
"06","12","2007",NA
"06","13","2007",NA
"06","14","2007",NA
"06","15","2007",NA
"06","16","2007",NA
"06","17","2007",NA
"06","18","2007",NA
"06","19","2007",NA
"06","20","2007",NA
"06","21","2007",NA
"06","22","2007",NA
"06","23","2007",NA
"06","24","2007",NA
"06","25","2007",NA
"06","26","2007",NA
"06","27","2007",NA
"06","28","2007",NA
"06","29","2007",NA
"06","30","2007",NA
"07","01","2007",NA
"07","02","2007",NA
"07","03","2007",NA
"07","04","2007",NA
"07","05","2007",NA
"07","06","2007",NA
"07","07","2007",NA
"07","08","2007",NA
"07","09","2007",NA
"07","10","2007",NA
"07","11","2007",NA
"07","12","2007",NA
"07","13","2007",NA
"07","14","2007",NA
"07","15","2007",NA
"07","16","2007",NA
"07","17","2007",NA
"07","18","2007",NA
"07","19","2007",NA
"07","20","2007",NA
"07","21","2007",NA
"07","22","2007",NA
"07","23","2007",NA
"07","24","2007",NA
"07","25","2007",NA
"07","26","2007",NA
"07","27","2007",NA
"07","28","2007",NA
"07","29","2007",NA
"07","30","2007",NA
"07","31","2007",NA
"08","01","2007",NA
"08","02","2007",NA
"08","03","2007",NA
"08","04","2007",NA
"08","05","2007",NA
"08","06","2007",NA
"08","07","2007",NA
"08","08","2007",NA
"08","09","2007",NA
"08","10","2007",NA
"08","11","2007",NA
"08","12","2007",NA
"08","13","2007",NA
"08","14","2007",NA
"08","15","2007",NA
"08","16","2007",NA
"08","17","2007",NA
"08","18","2007",NA
"08","19","2007",NA
"08","20","2007",NA
"08","21","2007",NA
"08","22","2007",NA
"08","23","2007",NA
"08","24","2007",NA
"08","25","2007",NA
"08","26","2007",NA
"08","27","2007",NA
"08","28","2007",NA
"08","29","2007",NA
"08","30","2007",NA
"08","31","2007",NA
"09","01","2007",NA
"09","02","2007",NA
"09","03","2007",NA
"09","04","2007",NA
"09","05","2007",NA
"09","06","2007",NA
"09","07","2007",NA
"09","08","2007",NA
"09","09","2007",NA
"09","10","2007",NA
"09","11","2007",NA
"09","12","2007",NA
"09","13","2007",NA
"09","14","2007",NA
"09","15","2007",NA
"09","16","2007",NA
"09","17","2007",NA
"09","18","2007",NA
"09","19","2007",NA
"09","20","2007",NA
"09","21","2007",NA
"09","22","2007",NA
"09","23","2007",NA
"09","24","2007",NA
"09","25","2007",NA
"09","26","2007",NA
"09","27","2007",NA
"09","28","2007",NA
"09","29","2007",NA
"09","30","2007",NA
"10","01","2007",NA
"10","02","2007",NA
"10","03","2007",NA
"10","04","2007",NA
"10","05","2007",NA
"10","06","2007",NA
"10","07","2007",NA
"10","08","2007",NA
"10","09","2007",NA
"10","10","2007",NA
"10","11","2007",NA
"10","12","2007",NA
"10","13","2007",NA
"10","14","2007",NA
"10","15","2007",NA
"10","16","2007",NA
"10","17","2007",NA
"10","18","2007",NA
"10","19","2007",NA
"10","20","2007",NA
"10","21","2007",NA
"10","22","2007",NA
"10","23","2007",NA
"10","24","2007",NA
"10","25","2007",NA
"10","26","2007",NA
"10","27","2007",NA
"10","28","2007",NA
"10","29","2007",NA
"10","30","2007",NA
"10","31","2007",NA
"11","01","2007",NA
"11","02","2007",NA
"11","03","2007",NA
"11","04","2007",NA
"11","05","2007",NA
"11","06","2007",NA
"11","07","2007",NA
"11","08","2007",NA
"11","09","2007",NA
"11","10","2007",NA
"11","11","2007",NA
"11","12","2007",NA
"11","13","2007",NA
"11","14","2007",NA
"11","15","2007",NA
"11","16","2007",NA
"11","17","2007",NA
"11","18","2007",NA
"11","19","2007",NA
"11","20","2007",NA
"11","21","2007",NA
"11","22","2007",NA
"11","23","2007",NA
"11","24","2007",NA
"11","25","2007",NA
"11","26","2007",NA
"11","27","2007",NA
"11","28","2007",NA
"11","29","2007",NA
"11","30","2007",NA
"12","01","2007",NA
"12","02","2007",NA
"12","03","2007",NA
"12","04","2007",NA
"12","05","2007",NA
"12","06","2007",NA
"12","07","2007",NA
"12","08","2007",NA
"12","09","2007",NA
"12","10","2007",NA
"12","11","2007",NA
"12","12","2007",NA
"12","13","2007",NA
"12","14","2007",NA
"12","15","2007",NA
"12","16","2007",NA
"12","17","2007",NA
"12","18","2007",NA
"12","19","2007",NA
"12","20","2007",NA
"12","21","2007",NA
"12","22","2007",NA
"12","23","2007",NA
"12","24","2007",NA
"12","25","2007",NA
"12","26","2007",NA
"12","27","2007",NA
"12","28","2007",NA
"12","29","2007",NA
"12","30","2007",NA
"12","31","2007",NA
"01","01","2008",NA
"01","02","2008",NA
"01","03","2008",NA
"01","04","2008",NA
"01","05","2008",NA
"01","06","2008",NA
"01","07","2008",NA
"01","08","2008",NA
"01","09","2008",NA
"01","10","2008",NA
"01","11","2008",NA
"01","12","2008",NA
"01","13","2008",NA
"01","14","2008",NA
"01","15","2008",NA
"01","16","2008",NA
"01","17","2008",NA
"01","18","2008",NA
"01","19","2008",NA
"01","20","2008",NA
"01","21","2008",NA
"01","22","2008",NA
"01","23","2008",NA
"01","24","2008",NA
"01","25","2008",NA
"01","26","2008",NA
"01","27","2008",NA
"01","28","2008",NA
"01","29","2008",NA
"01","30","2008",NA
"01","31","2008",NA
"02","01","2008",NA
"02","02","2008",NA
"02","03","2008",NA
"02","04","2008",NA
"02","05","2008",NA
"02","06","2008",NA
"02","07","2008",NA
"02","08","2008",NA
"02","09","2008",NA
"02","10","2008",NA
"02","11","2008",NA
"02","12","2008",NA
"02","13","2008",NA
"02","14","2008",NA
"02","15","2008",NA
"02","16","2008",NA
"02","17","2008",NA
"02","18","2008",NA
"02","19","2008",NA
"02","20","2008",NA
"02","21","2008",NA
"02","22","2008",NA
