"Date"	"Value"	"Out4Desv"
2005-01-01	0	NA
2005-01-02	0	NA
2005-01-03	0	NA
2005-01-04	0	NA
2005-01-05	40	NA
2005-01-06	10	NA
2005-01-07	0	NA
2005-01-08	15.5	NA
2005-01-09	10.5	NA
2005-01-10	0	NA
2005-01-11	0	NA
2005-01-12	0	NA
2005-01-13	50.5	NA
2005-01-14	51	NA
2005-01-15	40.2	NA
2005-01-16	25	NA
2005-01-17	0	NA
2005-01-18	0	NA
2005-01-19	0	NA
2005-01-20	0	NA
2005-01-21	0	NA
2005-01-22	0	NA
2005-01-23	70.1	NA
2005-01-24	0	NA
2005-01-25	0	NA
2005-01-26	0	NA
2005-01-27	0	NA
2005-01-28	0	NA
2005-01-29	0	NA
2005-01-30	0	NA
2005-01-31	0	NA
2005-02-01	0	NA
2005-02-02	0	NA
2005-02-03	0	NA
2005-02-04	0	NA
2005-02-05	0	NA
2005-02-06	0	NA
2005-02-07	25	NA
2005-02-08	32.5	NA
2005-02-09	10	NA
2005-02-10	30	NA
2005-02-11	21	NA
2005-02-12	0	NA
2005-02-13	0	NA
2005-02-14	0	NA
2005-02-15	0	NA
2005-02-16	0	NA
2005-02-17	0	NA
2005-02-18	0	NA
2005-02-19	0	NA
2005-02-20	0	NA
2005-02-21	0	NA
2005-02-22	0	NA
2005-02-23	0	NA
2005-02-24	0	NA
2005-02-25	0	NA
2005-02-26	0	NA
2005-02-27	0	NA
2005-02-28	0	NA
2005-03-01	0	NA
2005-03-02	10.5	NA
2005-03-03	0	NA
2005-03-04	0	NA
2005-03-05	0	NA
2005-03-06	0	NA
2005-03-07	0	NA
2005-03-08	0	NA
2005-03-09	0	NA
2005-03-10	0	NA
2005-03-11	0	NA
2005-03-12	0	NA
2005-03-13	0	NA
2005-03-14	0	NA
2005-03-15	0	NA
2005-03-16	0	NA
2005-03-17	0	NA
2005-03-18	0	NA
2005-03-19	0	NA
2005-03-20	0	NA
2005-03-21	0	NA
2005-03-22	0	NA
2005-03-23	20	NA
2005-03-24	0	NA
2005-03-25	0	NA
2005-03-26	0	NA
2005-03-27	0	NA
2005-03-28	0	NA
2005-03-29	0	NA
2005-03-30	0	NA
2005-03-31	0	NA
2005-04-01	NA	NA
2005-04-02	NA	NA
2005-04-03	NA	NA
2005-04-04	NA	NA
2005-04-05	NA	NA
2005-04-06	NA	NA
2005-04-07	NA	NA
2005-04-08	NA	NA
2005-04-09	NA	NA
2005-04-10	NA	NA
2005-04-11	NA	NA
2005-04-12	NA	NA
2005-04-13	NA	NA
2005-04-14	NA	NA
2005-04-15	NA	NA
2005-04-16	NA	NA
2005-04-17	NA	NA
2005-04-18	NA	NA
2005-04-19	NA	NA
2005-04-20	NA	NA
2005-04-21	NA	NA
2005-04-22	NA	NA
2005-04-23	NA	NA
2005-04-24	NA	NA
2005-04-25	NA	NA
2005-04-26	NA	NA
2005-04-27	NA	NA
2005-04-28	NA	NA
2005-04-29	NA	NA
2005-04-30	NA	NA
2005-05-01	NA	NA
2005-05-02	NA	NA
2005-05-03	NA	NA
2005-05-04	NA	NA
2005-05-05	NA	NA
2005-05-06	NA	NA
2005-05-07	NA	NA
2005-05-08	NA	NA
2005-05-09	NA	NA
2005-05-10	NA	NA
2005-05-11	NA	NA
2005-05-12	NA	NA
2005-05-13	NA	NA
2005-05-14	NA	NA
2005-05-15	NA	NA
2005-05-16	NA	NA
2005-05-17	NA	NA
2005-05-18	NA	NA
2005-05-19	NA	NA
2005-05-20	NA	NA
2005-05-21	NA	NA
2005-05-22	NA	NA
2005-05-23	NA	NA
2005-05-24	NA	NA
2005-05-25	NA	NA
2005-05-26	NA	NA
2005-05-27	NA	NA
2005-05-28	NA	NA
2005-05-29	NA	NA
2005-05-30	NA	NA
2005-05-31	NA	NA
2005-06-01	20	NA
2005-06-02	0	NA
2005-06-03	11	NA
2005-06-04	50	NA
2005-06-05	0	NA
2005-06-06	20	NA
2005-06-07	0	NA
2005-06-08	10	NA
2005-06-09	0	NA
2005-06-10	0	NA
2005-06-11	0	NA
2005-06-12	0	NA
2005-06-13	0	NA
2005-06-14	0	NA
2005-06-15	50	NA
2005-06-16	58.5	NA
2005-06-17	10	NA
2005-06-18	27	NA
2005-06-19	18	NA
2005-06-20	10	NA
2005-06-21	10	NA
2005-06-22	NA	NA
2005-06-23	NA	NA
2005-06-24	0	NA
2005-06-25	0	NA
2005-06-26	0	NA
2005-06-27	0	NA
2005-06-28	0	NA
2005-06-29	35.5	NA
2005-06-30	35.5	NA
2005-07-01	NA	NA
2005-07-02	NA	NA
2005-07-03	NA	NA
2005-07-04	NA	NA
2005-07-05	NA	NA
2005-07-06	NA	NA
2005-07-07	NA	NA
2005-07-08	NA	NA
2005-07-09	NA	NA
2005-07-10	NA	NA
2005-07-11	NA	NA
2005-07-12	NA	NA
2005-07-13	NA	NA
2005-07-14	NA	NA
2005-07-15	NA	NA
2005-07-16	NA	NA
2005-07-17	NA	NA
2005-07-18	NA	NA
2005-07-19	NA	NA
2005-07-20	NA	NA
2005-07-21	NA	NA
2005-07-22	NA	NA
2005-07-23	NA	NA
2005-07-24	NA	NA
2005-07-25	NA	NA
2005-07-26	NA	NA
2005-07-27	NA	NA
2005-07-28	NA	NA
2005-07-29	NA	NA
2005-07-30	NA	NA
2005-07-31	NA	NA
2005-08-01	0	NA
2005-08-02	59.5	NA
2005-08-03	2.5	NA
2005-08-04	0	NA
2005-08-05	4.5	NA
2005-08-06	20	NA
2005-08-07	1.8	NA
2005-08-08	0	NA
2005-08-09	0	NA
2005-08-10	0	NA
2005-08-11	0	NA
2005-08-12	0	NA
2005-08-13	0	NA
2005-08-14	7	NA
2005-08-15	0	NA
2005-08-16	21	NA
2005-08-17	0	NA
2005-08-18	10	NA
