Date	Value
19780102	31.2
19780103	32.3
19780104	31.2
19780105	31.4
19780106	NA
19780107	NA
19780108	NA
19780109	32
19780110	31.6
19780111	31.8
19780112	32.2
19780113	31.8
19780114	32.2
19780115	32.4
19780116	32.6
19780117	32.3
19780118	32.2
19780119	32.2
19780120	32.4
19780121	32.8
19780122	32.6
19780123	33.2
19780124	31.5
19780125	32.6
19780126	32.8
19780127	32.7
19780128	31.6
19780129	34.1
19780130	32.5
19780131	NA
19780201	33.4
19780202	NA
19780203	NA
19780204	NA
19780205	33.6
19780206	34.4
19780207	32.4
19780208	35
19780209	33.6
19780210	34.6
19780211	35.2
19780212	35.6
19780213	35.6
19780214	34.3
19780215	34.8
19780216	33.4
19780217	33.9
19780218	34.2
19780219	35.5
19780220	35.3
19780221	36.2
19780222	35.3
19780223	35
19780224	33.4
19780225	35.4
19780226	35.4
19780227	33.8
19780228	35.3
19780301	35.8
19780302	36
19780303	32.6
19780304	30.1
19780305	33.2
19780306	33.6
19780307	34.2
19780308	34.4
19780309	34.9
19780310	35.9
19780311	36
19780312	36.1
19780313	35.1
19780314	35.8
19780315	35
19780316	35.2
19780317	36
19780318	36
19780319	35.4
19780320	33.3
19780321	34
19780322	35.1
19780323	31.2
19780324	NA
19780325	34.2
19780326	33.8
19780327	25.9
19780328	31.4
19780329	30
19780330	32.4
19780331	31.2
19780401	34
19780402	NA
19780403	28.2
19780404	31.3
19780405	31.9
19780406	31.3
19780407	30.3
19780408	27.2
19780409	31.4
19780410	31.8
19780411	27.4
19780412	29.4
19780413	29.4
19780414	31.4
19780415	33
19780416	33.3
19780417	30.6
19780418	29.9
19780419	31.1
19780420	31.4
19780421	29.8
19780422	30.7
19780423	30.6
19780424	31
19780425	31.5
19780426	31.8
19780427	29.5
19780428	33.5
19780429	32.6
19780430	32
19780501	29.5
19780502	31.5
19780503	29
19780504	30.7
19780505	31.2
19780506	29.6
19780507	31.1
19780508	32.9
19780509	30.2
19780510	30.6
19780511	26.3
19780512	30.2
19780513	28.4
19780514	30.1
19780515	30.5
19780516	31.3
19780517	31.4
19780518	29.4
19780519	29.5
19780520	31.8
19780521	31.3
19780522	30.6
19780523	25
19780524	28.6
19780525	26
19780526	26.2
19780527	28.1
19780528	29.6
19780529	28.3
19780530	27.5
19780531	26
19780601	24.6
19780602	26.7
19780603	29.2
19780604	28.4
19780605	27.6
19780606	30
19780607	29
19780608	28.4
19780609	30.7
19780610	25.6
19780611	28.3
19780612	27
19780613	NA
19780614	27.4
19780615	29.3
19780616	28
19780617	27
19780618	27.8
19780619	26.7
19780620	27.4
19780621	26.6
19780622	26.3
19780623	28.3
19780624	27
19780625	25
19780626	28.9
19780627	28.1
19780628	26.9
19780629	29.4
19780630	23.8
19780701	29.7
19780702	29
19780703	28.4
19780704	28
19780705	28.8
19780706	28.6
19780707	29.2
19780708	25.9
19780709	29.7
19780710	29.9
19780711	28.7
19780712	28.7
19780713	26.2
19780714	30
19780715	30.4
19780716	29.5
19780717	28.6
19780718	30.5
19780719	31.4
19780720	29.9
19780721	31.4
19780722	31.3
19780723	30.7
19780724	31
19780725	29.7
19780726	25.2
19780727	28.8
19780728	29.2
19780729	31
19780730	28.7
19780731	26.1
19780801	29.3
19780802	31
19780803	30.2
19780804	26
19780805	28.1
19780806	28.6
19780807	29.4
19780808	27.6
19780809	29
19780810	28.2
19780811	31.9
19780812	28.9
19780813	28
19780814	26
19780815	21.4
19780816	26
19780817	29.3
19780818	31.4
19780819	29.5
19780820	30.1
19780821	29.7
19780822	26.6
19780823	26.4
19780824	28.8
19780825	30.4
19780826	25.4
19780827	28
19780828	26.1
19780829	29.7
19780830	30.8
19780831	25.3
19780901	31.2
19780902	30.5
19780903	30
19780904	30.1
19780905	31
19780906	31.5
19780907	32.3
